"","Time","FStat","AdjPvalue","r2","ROI","Condition","Emotion"
"T_15521",109.9658,3.38658540714514,0.0151322806283495,0.00663917035887518,"Verbal","Under","Sad"
"T_15621",111.9735,2.82627124091275,0.0597472723631251,0.00463333272133426,"Verbal","Under","Sad"
"T_15721",113.9812,2.51221071238888,0.121291522544794,0.00366437996436508,"Verbal","Under","Sad"
"T_15821",115.9889,2.32708694014735,0.167861682373873,0.00314586115344651,"Verbal","Under","Sad"
"T_15921",117.9966,2.25173268517433,0.194840720934518,0.00294601567712294,"Verbal","Under","Sad"
"T_16021",120.0043,2.12577438734108,0.238558346288518,0.00262648477845395,"Verbal","Under","Sad"
"T_16121",122.012,1.80478419490511,0.379660010437818,0.00189456580612124,"Verbal","Under","Sad"
"T_16221",124.0197,1.52793098282179,0.552766738743377,0.00135862545329057,"Verbal","Under","Sad"
"T_16321",126.0274,1.63971533450903,0.463444224239234,0.00156437080829175,"Verbal","Under","Sad"
"T_16421",128.0351,1.84483821199986,0.379660010437818,0.00197942377744198,"Verbal","Under","Sad"
"T_16521",130.0428,1.90028841201744,0.35359970038913,0.00209994926012325,"Verbal","Under","Sad"
"T_16621",132.0505,1.77285543062556,0.379660010437818,0.00182824602022957,"Verbal","Under","Sad"
"T_16721",134.0582,1.80808642660529,0.379660010437818,0.00190149196571998,"Verbal","Under","Sad"
"T_16821",136.0659,1.80342439697394,0.379660010437818,0.00189171739410943,"Verbal","Under","Sad"
"T_16921",138.0736,1.76703542742344,0.379660010437818,0.00181628380618815,"Verbal","Under","Sad"
"T_17021",140.0813,1.63793303467777,0.463444224239234,0.00156097715509118,"Verbal","Under","Sad"
"T_17121",142.089,1.26062086105268,0.735207931046182,0.000925229960543228,"Verbal","Under","Sad"
"T_17221",144.0967,0.81417643457381,0.769950663469552,0.000386146443239865,"Verbal","Under","Sad"
"T_17321",146.1044,0.282485043422882,0.870108958842844,4.65000519556114e-05,"Verbal","Under","Sad"
"T_17421",148.1121,-0.25920657258787,0.877071122767557,3.91523407363703e-05,"Verbal","Under","Sad"
"T_17521",150.1198,-0.658122268598913,0.78806296142995,0.000252340108179872,"Verbal","Under","Sad"
"T_17621",152.1275,-0.926824308757576,0.769950663469552,0.000500334213615172,"Verbal","Under","Sad"
"T_17721",154.1352,-0.789479307165731,0.769950663469552,0.000363083493381766,"Verbal","Under","Sad"
"T_17821",156.1429,-0.591629312843779,0.801127958458608,0.00020393581651057,"Verbal","Under","Sad"
"T_17921",158.1506,-0.925228246910971,0.769950663469552,0.000498613328836606,"Verbal","Under","Sad"
"T_18021",160.1583,-1.01282383207679,0.769950663469552,0.000597435465200968,"Verbal","Under","Sad"
"T_18121",162.166,-1.20553033099905,0.764278742566415,0.000846196735654781,"Verbal","Under","Sad"
"T_18221",164.1737,-1.60299213592122,0.487650277429514,0.00149518751644706,"Verbal","Under","Sad"
"T_18321",166.1814,-1.96300944339124,0.333149418106288,0.00224054332842105,"Verbal","Under","Sad"
"T_18421",168.1891,-2.33171504054209,0.167861682373873,0.00315834698674478,"Verbal","Under","Sad"
"T_18521",170.1968,-2.37140905377382,0.159862302424294,0.00326644044767299,"Verbal","Under","Sad"
"T_18621",172.2045,-2.14994827815055,0.23271477704359,0.00268639878659094,"Verbal","Under","Sad"
"T_18721",174.2122,-1.76488031708771,0.379660010437818,0.00181186418094526,"Verbal","Under","Sad"
"T_18821",176.2199,-1.3251120823984,0.699551761850076,0.00102221858670248,"Verbal","Under","Sad"
"T_18921",178.2276,-0.829823351848437,0.769950663469552,0.000401125045361828,"Verbal","Under","Sad"
"T_19021",180.2353,-0.444342090076491,0.82038275045502,0.000115044975842582,"Verbal","Under","Sad"
"T_19121",182.243,-0.270991495949124,0.87348885503301,4.27932682363075e-05,"Verbal","Under","Sad"
"T_19221",184.2507,-0.18002958210519,0.908977727571009,1.88869687028914e-05,"Verbal","Under","Sad"
"T_19321",186.2584,-0.179556691480371,0.908977727571009,1.8787878626414e-05,"Verbal","Under","Sad"
"T_19421",188.2661,-0.246520404249823,0.87825354335239,3.54138447146157e-05,"Verbal","Under","Sad"
"T_19521",190.2738,-0.453469671366433,0.81938868065669,0.000119819407818245,"Verbal","Under","Sad"
"T_19621",192.2815,-0.564467480195328,0.809407522092283,0.000185643581459116,"Verbal","Under","Sad"
"T_19721",194.2892,-0.392714435779254,0.832276965592284,8.98664151836037e-05,"Verbal","Under","Sad"
"T_19821",196.2969,-0.34283769616203,0.847155882380831,6.84904636940598e-05,"Verbal","Under","Sad"
"T_19921",198.3046,-0.409845323228476,0.832276965592284,9.78768929360552e-05,"Verbal","Under","Sad"
"T_20021",200.3123,-0.515014948549069,0.809407522092283,0.000154545108172033,"Verbal","Under","Sad"
"T_20121",202.32,-0.917895215006438,0.769950663469552,0.00049074484713163,"Verbal","Under","Sad"
"T_20221",204.3277,-1.45700599581596,0.599104138536983,0.00123557314396439,"Verbal","Under","Sad"
"T_20321",206.3354,-1.83999321190393,0.379660010437818,0.00196906096517269,"Verbal","Under","Sad"
"T_20421",208.3431,-2.36670855632266,0.159862302424294,0.00325354619563678,"Verbal","Under","Sad"
"T_20521",210.3508,-2.67442625267988,0.0814025215715732,0.00415085463967035,"Verbal","Under","Sad"
"T_20621",212.3585,-2.59917365863801,0.0978244198837043,0.00392145194656324,"Verbal","Under","Sad"
"T_20721",214.3662,-2.24213055516789,0.194840720934518,0.00292101692183822,"Verbal","Under","Sad"
"T_20821",216.3739,-1.69862666661644,0.427949489074401,0.00167860676794296,"Verbal","Under","Sad"
"T_20921",218.3816,-1.17590677142192,0.764278742566415,0.000805153498632305,"Verbal","Under","Sad"
"T_21021",220.3893,-0.885901004644969,0.769950663469552,0.000457145578536378,"Verbal","Under","Sad"
"T_21121",222.397,-0.814084537876411,0.769950663469552,0.000386059312539544,"Verbal","Under","Sad"
"T_21221",224.4047,-0.775728831620261,0.769950663469552,0.000350550276659645,"Verbal","Under","Sad"
"T_21321",226.4124,-0.509571856603469,0.809407522092283,0.000151296148577118,"Verbal","Under","Sad"
"T_21421",228.4201,-0.495396989529514,0.812409258737518,0.000142997134696232,"Verbal","Under","Sad"
"T_21521",230.4278,-0.392145863258548,0.832276965592284,8.96064094069171e-05,"Verbal","Under","Sad"
"T_21621",232.4355,-0.158152434739451,0.908977727571009,1.45756573689537e-05,"Verbal","Under","Sad"
"T_21721",234.4432,0.247521694351844,0.87825354335239,3.57020989595336e-05,"Verbal","Under","Sad"
"T_21821",236.4509,0.550841583634801,0.809407522092283,0.000176790680240457,"Verbal","Under","Sad"
"T_21921",238.4586,0.753475274413411,0.77618049269601,0.000330732647997323,"Verbal","Under","Sad"
"T_22021",240.4663,0.947000124813117,0.769950663469552,0.000522343120198943,"Verbal","Under","Sad"
"T_22121",242.474,0.960835805812629,0.769950663469552,0.00053770922473606,"Verbal","Under","Sad"
"T_22221",244.4817,0.870024334876337,0.769950663469552,0.000440914100655387,"Verbal","Under","Sad"
"T_22321",246.4894,0.511098483424957,0.809407522092283,0.000152203904896675,"Verbal","Under","Sad"
"T_22421",248.4971,-0.0778405245667591,0.947406575695038,3.53095913185886e-06,"Verbal","Under","Sad"
"T_22521",250.5048,-0.495670704066806,0.812409258737518,0.000143155172001808,"Verbal","Under","Sad"
"T_22621",252.5125,-1.18147409995738,0.764278742566415,0.000812789330796315,"Verbal","Under","Sad"
"T_22721",254.5202,-1.41674416741514,0.628113842869398,0.0011683094680407,"Verbal","Under","Sad"
"T_22821",256.5279,-1.28997284693365,0.715269913721634,0.000968774985570797,"Verbal","Under","Sad"
"T_22921",258.5356,-1.04194395796616,0.769950663469552,0.0006322615376263,"Verbal","Under","Sad"
"T_23021",260.5433,-0.793383361890193,0.769950663469552,0.000366682021154419,"Verbal","Under","Sad"
"T_23121",262.551,-0.524971676610596,0.809407522092283,0.000160577509815019,"Verbal","Under","Sad"
"T_23221",264.5587,-0.178120059742521,0.908977727571009,1.8488443534026e-05,"Verbal","Under","Sad"
"T_23321",266.5664,-0.148711206132568,0.908977727571009,1.28873763548532e-05,"Verbal","Under","Sad"
"T_23421",268.5741,-0.166964828515805,0.908977727571009,1.62452220799914e-05,"Verbal","Under","Sad"
"T_23521",270.5818,-0.436500075099007,0.824054488746195,0.000111020491008418,"Verbal","Under","Sad"
"T_23621",272.5895,-0.463113396137665,0.81938868065669,0.000124969239526429,"Verbal","Under","Sad"
"T_23721",274.5972,-0.529307980310602,0.809407522092283,0.000163240794491259,"Verbal","Under","Sad"
"T_23821",276.6049,-0.690946153503974,0.779881178664018,0.000278131588105857,"Verbal","Under","Sad"
"T_23921",278.6126,-0.095360093900151,0.936484928558042,5.29924202774534e-06,"Verbal","Under","Sad"
"T_24021",280.6203,0.0965694628861603,0.936484928558042,5.4345049426141e-06,"Verbal","Under","Sad"
"T_24121",282.628,0.494837983135293,0.812409258737518,0.000142674646607666,"Verbal","Under","Sad"
"T_24221",284.6357,0.841874476329543,0.769950663469552,0.000412855490372399,"Verbal","Under","Sad"
"T_24321",286.6434,1.18513653624815,0.764278742566415,0.000817832123879869,"Verbal","Under","Sad"
"T_24421",288.6511,1.12395581068887,0.767826405981336,0.000735633657079626,"Verbal","Under","Sad"
"T_24521",290.6588,1.12674414090547,0.767826405981336,0.000739285429780412,"Verbal","Under","Sad"
"T_24621",292.6665,1.043273260418,0.769950663469552,0.000633874810288537,"Verbal","Under","Sad"
"T_24721",294.6742,0.9529436396595,0.769950663469552,0.000528916824104719,"Verbal","Under","Sad"
"T_24821",296.6819,0.813359084449298,0.769950663469552,0.000385371827719805,"Verbal","Under","Sad"
"T_24921",298.6896,0.834971375425914,0.769950663469552,0.000406115421543785,"Verbal","Under","Sad"
"T_25021",300.6973,0.639806250133247,0.790138577138259,0.000238493245928506,"Verbal","Under","Sad"
"T_25121",302.705,0.609388738245657,0.796324826402446,0.000216360307632724,"Verbal","Under","Sad"
"T_25221",304.7127,0.528586662174266,0.809407522092283,0.000162796254968955,"Verbal","Under","Sad"
"T_25321",306.7204,0.609528654632777,0.796324826402446,0.000216459650703826,"Verbal","Under","Sad"
"T_25421",308.7281,0.673578926239784,0.780837303287828,0.000264329045175482,"Verbal","Under","Sad"
"T_25521",310.7358,1.07835803097818,0.769950663469552,0.000677196131329438,"Verbal","Under","Sad"
"T_25621",312.7435,1.00707401058591,0.769950663469552,0.000590675408474794,"Verbal","Under","Sad"
"T_25721",314.7512,1.01048517143839,0.769950663469552,0.000594681272945818,"Verbal","Under","Sad"
"T_25821",316.7589,1.00695876871535,0.769950663469552,0.000590540311257604,"Verbal","Under","Sad"
"T_25921",318.7666,1.16271881132897,0.764278742566415,0.000787209087655949,"Verbal","Under","Sad"
"T_26021",320.7743,1.41043156889686,0.628113842869398,0.00115793339959225,"Verbal","Under","Sad"
"T_26121",322.782,1.42383668138522,0.628113842869398,0.00118002250744298,"Verbal","Under","Sad"
"T_26221",324.7897,1.09771493286811,0.769950663469552,0.000701708933544598,"Verbal","Under","Sad"
"T_26321",326.7974,0.988614887256474,0.769950663469552,0.000569232546927312,"Verbal","Under","Sad"
"T_26421",328.8051,0.696278779905339,0.779881178664018,0.000282440099776848,"Verbal","Under","Sad"
"T_26521",330.8128,0.633019937935244,0.792841480324381,0.000233461940733815,"Verbal","Under","Sad"
"T_26621",332.8205,0.42968670728447,0.826793118968887,0.000107582053304522,"Verbal","Under","Sad"
"T_26721",334.8282,0.172176991465914,0.908977727571009,1.72752938610854e-05,"Verbal","Under","Sad"
"T_26821",336.8359,0.402459117412329,0.832276965592284,9.4381150325229e-05,"Verbal","Under","Sad"
"T_26921",338.8436,0.527421857568612,0.809407522092283,0.000162079679206562,"Verbal","Under","Sad"
"T_27021",340.8513,0.600347997534982,0.797364429690694,0.000209989530417731,"Verbal","Under","Sad"
"T_27121",342.859,0.772829562839978,0.769950663469552,0.000347935736116689,"Verbal","Under","Sad"
"T_27221",344.8667,0.798253612826088,0.769950663469552,0.000371195979623429,"Verbal","Under","Sad"
"T_27321",346.8744,1.13675113746731,0.767826405981336,0.000752465507130484,"Verbal","Under","Sad"
"T_27421",348.8821,1.15978963704031,0.764278742566415,0.000783250840373007,"Verbal","Under","Sad"
"T_27521",350.8898,1.07298384531345,0.769950663469552,0.000670467614649839,"Verbal","Under","Sad"
"T_27621",352.8975,0.969265491362472,0.769950663469552,0.000547180378866696,"Verbal","Under","Sad"
"T_27721",354.9052,0.933790806671091,0.769950663469552,0.000507880196230048,"Verbal","Under","Sad"
"T_27821",356.9129,0.806759256632464,0.769950663469552,0.000379145528737967,"Verbal","Under","Sad"
"T_27921",358.9206,0.939716010058503,0.769950663469552,0.000514342646249721,"Verbal","Under","Sad"
"T_28021",360.9283,1.16808407835877,0.764278742566415,0.000794485083012386,"Verbal","Under","Sad"
"T_28121",362.936,1.31214343762249,0.699551761850076,0.00100232789773058,"Verbal","Under","Sad"
"T_28221",364.9437,1.11252313174398,0.767826405981336,0.000720755031817899,"Verbal","Under","Sad"
"T_28321",366.9514,0.957783598337087,0.769950663469552,0.000534300280414013,"Verbal","Under","Sad"
"T_28421",368.9591,0.758986847692511,0.774927377166186,0.000335587247222269,"Verbal","Under","Sad"
"T_28521",370.9668,0.518852873110589,0.809407522092283,0.000156856688119045,"Verbal","Under","Sad"
"T_28621",372.9745,0.111679553603429,0.93278318505593,7.26820049057331e-06,"Verbal","Under","Sad"
"T_28721",374.9822,-0.358529443587345,0.845569979871961,7.49031081711538e-05,"Verbal","Under","Sad"
"T_28821",376.9899,-0.44968482721173,0.81938868065669,0.000117827865438458,"Verbal","Under","Sad"
"T_28921",378.9976,-0.612847974659244,0.796324826402446,0.00021882310832344,"Verbal","Under","Sad"
"T_29021",381.0053,-0.519974585858389,0.809407522092283,0.000157535534087261,"Verbal","Under","Sad"
"T_29121",383.013,0.309653489635031,0.864097429873262,5.58740828325854e-05,"Verbal","Under","Sad"
"T_29221",385.0207,0.674573310505211,0.780837303287828,0.0002651098561951,"Verbal","Under","Sad"
"T_29321",387.0284,0.652541383036234,0.78806296142995,0.000248079616392727,"Verbal","Under","Sad"
"T_29421",389.0361,0.650005882476234,0.78806296142995,0.000246155969973239,"Verbal","Under","Sad"
"T_29521",391.0438,0.692116953781028,0.779881178664018,0.000279074704956694,"Verbal","Under","Sad"
"T_29621",393.0515,1.03687108240423,0.769950663469552,0.000626123831449332,"Verbal","Under","Sad"
"T_29721",395.0592,0.74155179138017,0.778041494263632,0.000320351339393343,"Verbal","Under","Sad"
"T_29821",397.0669,0.351364975527902,0.845569979871961,7.19396646549075e-05,"Verbal","Under","Sad"
"T_29921",399.0746,0.663422481527847,0.786865392281821,0.000256419889899329,"Verbal","Under","Sad"
"T_30021",401.0823,0.681082389034176,0.780837303287828,0.000270249335211581,"Verbal","Under","Sad"
"T_30121",403.09,0.642672324808381,0.790138577138259,0.000240634224050296,"Verbal","Under","Sad"
"T_30221",405.0977,0.731249334815176,0.778041494263632,0.000311514577419403,"Verbal","Under","Sad"
"T_30321",407.1054,0.385985767117789,0.832276965592284,8.68135655578417e-05,"Verbal","Under","Sad"
"T_30421",409.1131,0.39970847508485,0.832276965592284,9.30955661235799e-05,"Verbal","Under","Sad"
"T_30521",411.1208,0.286774720212881,0.86966474563528,4.79229597794006e-05,"Verbal","Under","Sad"
"T_30621",413.1285,0.351014615817027,0.845569979871961,7.17962787920579e-05,"Verbal","Under","Sad"
"T_30721",415.1362,0.255461917443292,0.877071122767557,3.80293178556812e-05,"Verbal","Under","Sad"
"T_30821",417.1439,0.411722854279612,0.832276965592284,9.8775620464453e-05,"Verbal","Under","Sad"
"T_30921",419.1516,0.291872733085563,0.86966474563528,4.9641878404616e-05,"Verbal","Under","Sad"
"T_31021",421.1593,0.317108427183372,0.863019739710664,5.85966563183549e-05,"Verbal","Under","Sad"
"T_31121",423.167,0.409644891336043,0.832276965592284,9.77811937292739e-05,"Verbal","Under","Sad"
"T_31221",425.1747,0.239020807844646,0.881395361245936,3.32919840209112e-05,"Verbal","Under","Sad"
"T_31321",427.1824,0.478470885905251,0.81938868065669,0.000133393852108976,"Verbal","Under","Sad"
"T_31421",429.1901,0.709159859628794,0.778041494263632,0.000292983894318422,"Verbal","Under","Sad"
"T_31521",431.1978,0.932601274425354,0.769950663469552,0.000506587724271701,"Verbal","Under","Sad"
"T_31621",433.2055,1.30939591976743,0.699551761850076,0.000998138897390644,"Verbal","Under","Sad"
"T_31721",435.2132,1.2202825188778,0.764278742566415,0.000867015362744694,"Verbal","Under","Sad"
"T_31821",437.2209,1.27238489798047,0.728881456071236,0.000942562560832028,"Verbal","Under","Sad"
"T_31921",439.2286,1.00163896186294,0.769950663469552,0.000584320729757337,"Verbal","Under","Sad"
"T_32021",441.2363,0.451869449508426,0.81938868065669,0.000118975353320172,"Verbal","Under","Sad"
"T_32121",443.244,0.513172614838597,0.809407522092283,0.000153441564322732,"Verbal","Under","Sad"
"T_32221",445.2517,0.166194835203226,0.908977727571009,1.60957334920386e-05,"Verbal","Under","Sad"
"T_32321",447.2594,-0.484915573292375,0.818039985918965,0.000137011011669852,"Verbal","Under","Sad"
"T_32421",449.2671,-0.87140715906772,0.769950663469552,0.000442316179423363,"Verbal","Under","Sad"
"T_32521",451.2748,-0.851212804600923,0.769950663469552,0.000422061438527743,"Verbal","Under","Sad"
"T_32621",453.2825,-1.22114197316767,0.764278742566415,0.000868236023156888,"Verbal","Under","Sad"
"T_32721",455.2902,-1.16275263662113,0.764278742566415,0.000787254854528241,"Verbal","Under","Sad"
"T_32821",457.2979,-1.11595102959907,0.767826405981336,0.000725200218393951,"Verbal","Under","Sad"
"T_32921",459.3056,-0.680961541446484,0.780837303287828,0.000270153466455647,"Verbal","Under","Sad"
"T_33021",461.3133,-0.809596274660636,0.769950663469552,0.000381815774052274,"Verbal","Under","Sad"
"T_33121",463.321,-0.711792920985261,0.778041494263632,0.000295162947729799,"Verbal","Under","Sad"
"T_33221",465.3287,-0.601358268242812,0.797364429690694,0.000210696720370995,"Verbal","Under","Sad"
"T_33321",467.3364,-0.44921517698478,0.81938868065669,0.000117581904357955,"Verbal","Under","Sad"
"T_33421",469.3441,-0.375830351472644,0.836238401005162,8.23058435402979e-05,"Verbal","Under","Sad"
"T_33521",471.3518,-0.275975724346603,0.872454009757546,4.43818299493692e-05,"Verbal","Under","Sad"
"T_33621",473.3595,-0.348398758960861,0.845569979871961,7.07302505172924e-05,"Verbal","Under","Sad"
"T_33721",475.3672,-0.192174503039538,0.908977727571009,2.15211216907374e-05,"Verbal","Under","Sad"
"T_33821",477.3749,-0.256762374451446,0.877071122767557,3.84174733032427e-05,"Verbal","Under","Sad"
"T_33921",479.3826,-0.298435822938369,0.869386459216171,5.18993694933467e-05,"Verbal","Under","Sad"
"T_34021",481.3903,-0.209151793018098,0.900145968225749,2.5491467023353e-05,"Verbal","Under","Sad"
"T_34121",483.398,0.0632051523233773,0.955962412926842,2.32801980182273e-06,"Verbal","Under","Sad"
"T_34221",485.4057,-0.149706206357962,0.908977727571009,1.30604053105721e-05,"Verbal","Under","Sad"
"T_34321",487.4134,-0.2133232712109,0.899860249379932,2.65184214865988e-05,"Verbal","Under","Sad"
"T_34421",489.4211,-0.30831579032078,0.864097429873262,5.53924015358476e-05,"Verbal","Under","Sad"
"T_34521",491.4288,-0.449640318752317,0.81938868065669,0.000117804544841005,"Verbal","Under","Sad"
"T_34621",493.4365,-0.374012570061425,0.836238401005162,8.15116551707851e-05,"Verbal","Under","Sad"
"T_34721",495.4442,-0.628748752195499,0.79307844890705,0.000230322809454786,"Verbal","Under","Sad"
"T_34821",497.4519,-0.965973142492261,0.769950663469552,0.000543471443227306,"Verbal","Under","Sad"
"T_34921",499.4596,-1.02828285818085,0.769950663469552,0.000615800996279781,"Verbal","Under","Sad"
"T_35021",501.4673,-0.996489717208889,0.769950663469552,0.000578331863479109,"Verbal","Under","Sad"
"T_35121",503.475,-0.896538921022925,0.769950663469552,0.000468185150405032,"Verbal","Under","Sad"
"T_35221",505.4827,-1.14280103504658,0.767826405981336,0.000760490099091293,"Verbal","Under","Sad"
"T_35321",507.4904,-1.21739867479491,0.764278742566415,0.000862925772741496,"Verbal","Under","Sad"
"T_35421",509.4981,-1.09000185391858,0.769950663469552,0.000691889280358793,"Verbal","Under","Sad"
"T_35521",511.5058,-0.736394223721089,0.778041494263632,0.00031591208685533,"Verbal","Under","Sad"
"T_35621",513.5135,-0.40461015050596,0.832276965592284,9.53926324149812e-05,"Verbal","Under","Sad"
"T_35721",515.5212,-0.154897747973891,0.908977727571009,1.39819212440218e-05,"Verbal","Under","Sad"
"T_35821",517.5289,0.0135061731443451,0.989225530607453,1.06303434499466e-07,"Verbal","Under","Sad"
"T_35921",519.5366,0.333768614841685,0.851789577174698,6.49150679592481e-05,"Verbal","Under","Sad"
"T_36021",521.5443,0.525336671611164,0.809407522092283,0.00016080083971215,"Verbal","Under","Sad"
"T_36121",523.552,0.728545340699608,0.778041494263632,0.000309215727536616,"Verbal","Under","Sad"
"T_36221",525.5597,0.772420460797136,0.769950663469552,0.000347567597803966,"Verbal","Under","Sad"
"T_36321",527.5674,0.831527372476172,0.769950663469552,0.000402773472252593,"Verbal","Under","Sad"
"T_36421",529.5751,0.85033910032816,0.769950663469552,0.000421195820927034,"Verbal","Under","Sad"
"T_36521",531.5828,0.726476402311284,0.778041494263632,0.000307462525783286,"Verbal","Under","Sad"
"T_36621",533.5905,0.573371274117742,0.808090086451152,0.000191545248600544,"Verbal","Under","Sad"
"T_36721",535.5982,0.782450416840303,0.769950663469552,0.000356649361220707,"Verbal","Under","Sad"
"T_36821",537.6059,0.580545850237899,0.804992686263412,0.000196367891418192,"Verbal","Under","Sad"
"T_36921",539.6136,0.789327143161882,0.769950663469552,0.000362943596456611,"Verbal","Under","Sad"
"T_37021",541.6213,0.588513794947354,0.801127958458608,0.000201794053483861,"Verbal","Under","Sad"
"T_37121",543.629,0.772669521581856,0.769950663469552,0.000347791696743815,"Verbal","Under","Sad"
"T_37221",545.6367,0.827271951606001,0.769950663469552,0.000398663196527482,"Verbal","Under","Sad"
"T_37321",547.6444,0.78149409798249,0.769950663469552,0.000355778403007601,"Verbal","Under","Sad"
"T_37421",549.6521,0.767209524687734,0.770877517341159,0.000342895467898896,"Verbal","Under","Sad"
"T_37521",551.6598,0.713738049244644,0.778041494263632,0.000296777865830267,"Verbal","Under","Sad"
"T_37621",553.6675,0.900875097939569,0.769950663469552,0.000472722780682666,"Verbal","Under","Sad"
"T_37721",555.6752,1.16838963547667,0.764278742566415,0.000794900462919634,"Verbal","Under","Sad"
"T_37821",557.6829,1.51981448951673,0.553589855382349,0.00134424888576046,"Verbal","Under","Sad"
"T_37921",559.6906,1.63816255211268,0.463444224239234,0.00156141397041543,"Verbal","Under","Sad"
"T_38021",561.6983,1.82458416038338,0.379660010437818,0.00193628278848645,"Verbal","Under","Sad"
"T_38121",563.706,2.04754454316836,0.278812278842067,0.002437191654867,"Verbal","Under","Sad"
"T_38221",565.7137,2.40070377862048,0.154915901535291,0.00334736973977201,"Verbal","Under","Sad"
"T_38321",567.7214,2.74724211267455,0.0731155206431133,0.00437895673294553,"Verbal","Under","Sad"
"T_38421",569.7291,2.47149223607371,0.131580591975358,0.00354697434861939,"Verbal","Under","Sad"
"T_38521",571.7368,2.6737343091958,0.0814025215715732,0.00414871595961031,"Verbal","Under","Sad"
"T_38621",573.7445,2.69010223470435,0.0814025215715732,0.00419945225342211,"Verbal","Under","Sad"
"T_38721",575.7522,2.87960974791353,0.0530049436122163,0.00480901817549684,"Verbal","Under","Sad"
"T_38821",577.7599,2.87810719547992,0.0530049436122163,0.00480402498993437,"Verbal","Under","Sad"
"T_38921",579.7676,2.99212394095451,0.0422898980799171,0.00519017427523993,"Verbal","Under","Sad"
"T_39021",581.7753,3.09802933666614,0.0313627089967051,0.00556200630876258,"Verbal","Under","Sad"
"T_39121",583.783,3.1242456592838,0.0306036191780057,0.00565600418788004,"Verbal","Under","Sad"
"T_39221",585.7907,3.12137084945929,0.0306036191780057,0.00564565884281543,"Verbal","Under","Sad"
"T_39321",587.7984,3.20680797727161,0.025714617336736,0.00595708451347232,"Verbal","Under","Sad"
"T_39421",589.8061,3.3751869193951,0.0151322806283495,0.00659484789079867,"Verbal","Under","Sad"
"T_39521",591.8138,3.46939747132526,0.0123762267618659,0.00696554574505748,"Verbal","Under","Sad"
"T_39621",593.8215,3.59990848594363,0.00821164112096187,0.00749545741131785,"Verbal","Under","Sad"
"T_39721",595.8292,3.7300759497472,0.00594915174652011,0.00804286853625202,"Verbal","Under","Sad"
"T_39821",597.8369,3.90287658815995,0.00371474781916165,0.00879861378555591,"Verbal","Under","Sad"
"T_39921",599.8446,3.93237217112155,0.00371474781916165,0.00893091332141704,"Verbal","Under","Sad"
"T_40021",601.8523,3.76613392597353,0.00573194365478809,0.00819783715311395,"Verbal","Under","Sad"
"T_10022",-0.457700000000017,-5.43156513430857,2.26718712275318e-07,0.0172273676376885,"Verbal","Under","Surprise"
"T_10122",1.54999999999998,-5.32733910968318,3.74128104722275e-07,0.0165834198141381,"Verbal","Under","Surprise"
"T_10222",3.55769999999998,-4.68382265853316,7.04306641306906e-06,0.0128674427992932,"Verbal","Under","Surprise"
"T_10322",5.56539999999998,-4.1794152264675,5.67406580146281e-05,0.0102721819239174,"Verbal","Under","Surprise"
"T_10422",7.57309999999998,-3.50943984490266,0.000582866412676586,0.00726482072033707,"Verbal","Under","Surprise"
"T_10522",9.58079999999998,-3.77395156481856,0.000241749579515809,0.00839167570213084,"Verbal","Under","Surprise"
"T_10622",11.5885,-3.31521147353729,0.00111705175953434,0.00648800940120653,"Verbal","Under","Surprise"
"T_10722",13.5962,-2.65469704462408,0.0087070365578332,0.00416995187848224,"Verbal","Under","Surprise"
"T_10822",15.6039,-2.2028597137034,0.0291946274552259,0.00287500872076596,"Verbal","Under","Surprise"
"T_10922",17.6116,-1.95432573204374,0.0529386073898937,0.00226425489989246,"Verbal","Under","Surprise"
"T_11022",19.6193,-1.44732622156042,0.15296056177013,0.00124310706424602,"Verbal","Under","Surprise"
"T_11122",21.627,-0.717531701005082,0.481137985408368,0.000305819542616104,"Verbal","Under","Surprise"
"T_11222",23.6347,0.122110061151456,0.905835853536168,8.85961671415192e-06,"Verbal","Under","Surprise"
"T_11322",25.6424,1.23644421847797,0.22237634366037,0.000907550117620781,"Verbal","Under","Surprise"
"T_11422",27.6501,2.15425949581422,0.032891206453467,0.00274989433881734,"Verbal","Under","Surprise"
"T_11522",29.6578,2.57507448789528,0.0108259037197622,0.00392453061312592,"Verbal","Under","Surprise"
"T_11622",31.6655,2.47446552956998,0.0143471390455511,0.0036249460405029,"Verbal","Under","Surprise"
"T_11722",33.6732,2.40770886327781,0.0171878257251216,0.00343265754118682,"Verbal","Under","Surprise"
"T_11822",35.6809,2.22307973288618,0.0279196628764952,0.00292787504208991,"Verbal","Under","Surprise"
"T_11922",37.6886,2.58451128098947,0.0105728762695562,0.00395323360234967,"Verbal","Under","Surprise"
"T_12022",39.6963,2.71233270373432,0.00736051403536294,0.00435218701698514,"Verbal","Under","Surprise"
"T_12122",41.704,2.80042797841991,0.00564983508017406,0.00463815958061498,"Verbal","Under","Surprise"
"T_12222",43.7117,3.04332277301622,0.0026686084483466,0.00547303817108491,"Verbal","Under","Surprise"
"T_12322",45.7194,2.20702668167495,0.0289876128222343,0.00288586442299898,"Verbal","Under","Surprise"
"T_12422",47.7271,1.44591586059404,0.15296056177013,0.00124068853374959,"Verbal","Under","Surprise"
"T_12522",49.7348,0.891000941272806,0.381938307507248,0.000471484476524342,"Verbal","Under","Surprise"
"T_12622",51.7425,0.661303782228038,0.515356628710323,0.000259779610736866,"Verbal","Under","Surprise"
